ts_code,buy_date,buy_price,sell_date,sell_price,shares,return_pct,pnl
600639,20240220,11.47,20240221,11.42,27100,-0.44,-1355.0
603767,20240220,14.6,20240221,14.4,21400,-1.37,-4280.0
000820,20240221,3.44,20240229,3.35,89600,-2.62,-8064.0
001226,20240221,27.6,20240229,27.87,11100,0.98,2997.0
603959,20240221,5.2,20240229,5.88,59700,13.08,40596.0
002444,20240229,21.12,20240304,20.63,15100,-2.32,-7399.0
002832,20240229,28.89,20240304,28.46,11100,-1.49,-4773.0
603056,20240229,14.6,20240304,14.32,22000,-1.92,-6160.0
600961,20240304,10.23,20240305,10.28,30700,0.49,1535.0
601156,20240304,15.4,20240305,15.1,20400,-1.95,-6120.0
600023,20240304,5.0,20240305,5.09,62800,1.8,5652.0
603477,20240305,33.77,20240306,33.51,9300,-0.77,-2418.0
600226,20240305,2.48,20240306,2.46,126900,-0.81,-2538.0
000525,20240305,6.25,20240306,6.5,50300,4.0,12575.0
600281,20240306,3.14,20240307,3.45,100900,9.87,31279.0
001366,20240306,11.64,20240307,11.36,27200,-2.41,-7616.0
002476,20240306,5.06,20240307,5.03,62800,-0.59,-1884.0
002114,20240307,5.34,20240308,5.49,60700,2.81,9105.0
603388,20240307,6.11,20240308,6.72,53100,9.98,32391.0
603332,20240307,7.88,20240308,7.57,41100,-3.93,-12741.0
603778,20240308,3.91,20240311,4.3,85400,9.97,33306.0
002775,20240308,2.84,20240311,3.12,117500,9.86,32900.0
603887,20240308,6.02,20240311,6.25,55500,3.82,12765.0
000042,20240311,4.48,20240312,4.93,80400,10.04,36180.0
002846,20240311,7.76,20240312,8.54,46400,10.05,36192.0
600241,20240311,6.56,20240312,7.22,54900,10.06,36234.0
603713,20240312,48.52,20240313,51.78,8100,6.72,26406.0
603669,20240312,4.21,20240313,4.06,94500,-3.56,-14175.0
600657,20240312,3.58,20240313,3.42,111300,-4.47,-17808.0
603189,20240313,14.37,20240314,15.01,27400,4.45,17536.0
603598,20240313,18.16,20240314,17.64,21700,-2.86,-11284.0
002530,20240313,8.47,20240314,8.16,46700,-3.66,-14477.0
605151,20240314,17.69,20240315,17.51,22100,-1.02,-3978.0
605020,20240315,30.59,20240318,29.45,12700,-3.73,-14478.0
600126,20240315,5.34,20240318,5.36,73300,0.37,1466.0
600234,20240315,5.34,20240318,5.87,73300,9.93,38849.0
600715,20240318,2.24,20240319,2.27,178100,1.34,5343.0
605178,20240318,18.06,20240319,17.41,22100,-3.6,-14365.0
002224,20240318,4.98,20240319,5.11,80200,2.61,10426.0
603960,20240319,36.74,20240320,37.33,10800,1.61,6372.0
002377,20240320,2.46,20240321,2.6,163300,5.69,22862.0
601858,20240320,27.54,20240321,28.69,14500,4.18,16675.0
001298,20240320,13.46,20240321,13.36,30000,-0.74,-3000.0
603933,20240321,16.67,20240325,14.79,24800,-11.28,-46624.0
603273,20240321,29.35,20240325,24.77,14100,-15.6,-64578.0
603660,20240325,8.66,20240326,7.79,43500,-10.05,-37845.0
601598,20240325,5.48,20240326,5.5,68700,0.36,1374.0
600176,20240325,9.83,20240326,10.27,38300,4.48,16852.0
600241,20240326,7.56,20240327,7.38,48900,-2.38,-8802.0
600696,20240326,14.14,20240327,13.65,26200,-3.47,-12838.0
600605,20240326,22.27,20240327,22.39,16600,0.54,1992.0
002058,20240327,12.06,20240328,11.64,30100,-3.48,-12642.0
000099,20240327,12.84,20240328,14.12,28300,9.97,36224.0
002626,20240327,14.29,20240328,14.88,25500,4.13,15045.0
002526,20240328,2.8,20240329,2.84,134500,1.43,5380.0
600881,20240328,1.63,20240329,1.79,231000,9.82,36960.0
002413,20240328,4.68,20240329,4.91,80500,4.91,18515.0
000826,20240329,2.7,20240401,2.72,147000,0.74,2940.0
600807,20240329,3.47,20240401,3.43,114300,-1.15,-4572.0
600992,20240329,13.12,20240401,13.53,30200,3.12,12382.0
000546,20240401,5.91,20240402,6.09,67700,3.05,12186.0
002362,20240401,22.39,20240402,22.16,17800,-1.03,-4094.0
002541,20240401,15.7,20240402,16.16,25600,2.93,11776.0
603950,20240402,18.72,20240403,17.6,21700,-5.98,-24304.0
002146,20240402,1.61,20240403,1.57,253100,-2.48,-10124.0
000665,20240402,4.45,20240403,4.24,91600,-4.72,-19236.0
600255,20240403,2.18,20240408,2.13,178500,-2.29,-8925.0
002213,20240403,13.14,20240408,12.48,29600,-5.02,-19536.0
000893,20240403,20.27,20240408,20.11,19200,-0.79,-3072.0
002813,20240408,31.52,20240409,31.2,12000,-1.02,-3840.0
002829,20240408,24.82,20240409,23.43,15200,-5.6,-21128.0
001896,20240408,5.06,20240409,4.96,75200,-1.98,-7520.0
600793,20240409,11.3,20240410,10.76,32500,-4.78,-17550.0
603595,20240409,22.56,20240410,21.28,16300,-5.67,-20864.0
603813,20240409,13.57,20240410,12.67,27100,-6.63,-24390.0
600984,20240410,3.18,20240411,3.5,109100,10.06,34912.0
603789,20240410,8.95,20240411,8.38,38700,-6.37,-22059.0
603261,20240410,37.85,20240411,34.39,9100,-9.14,-31486.0
603306,20240411,21.1,20240412,20.94,16100,-0.76,-2576.0
603721,20240411,33.18,20240412,33.21,10200,0.09,306.0
605069,20240411,7.91,20240412,7.66,43500,-3.16,-10875.0
605118,20240412,18.04,20240415,17.07,18600,-5.38,-18042.0
002313,20240412,9.49,20240415,8.62,35400,-9.17,-30798.0
002562,20240412,3.66,20240415,3.47,92200,-5.19,-17518.0
002927,20240415,13.03,20240416,11.72,24100,-10.05,-31571.0
000099,20240415,16.39,20240416,16.53,19100,0.85,2674.0
600173,20240415,4.52,20240416,4.07,69800,-9.96,-31410.0
603183,20240416,3.59,20240417,3.95,81900,10.03,29484.0
002728,20240416,10.64,20240417,11.07,27600,4.04,11868.0
002401,20240416,16.1,20240417,16.6,18300,3.11,9150.0
600361,20240417,3.99,20240418,3.93,77900,-1.5,-4674.0
